ID,R001,R002,R003,R004,R005,R006,R007,R008,R009,R010,R012,R013,R014,R015,R016,R017,R018,R019,R020,R021,R022,R023,R025,R027,R028,R029,R030,R031,R032,R033,R034,R036,R039,R040,R041,R042,R043,R044,R045,R046,R048,R049,R050,R051,R053,R054,R055,R056,R057,R059,R060,R061,R062,R063,R064,R065,R066,R067,R068,R069,R070,R071,R072,R073,R074,R075,R076,R077,R078,R079,R080,R081,R082,R083,R084,R086,R087,R089,R090,R092,R093,R094,R097,R098,R099,R100,R101,R103,R105,R106,R107,R108,R109,R111,R112,R113,R115,R116,R118,R119,R120,R121,R122,R123,R125,R126,R127,R128,R129,R130,R131,R132,R133,R135,R137,R138,R139,R140,R141,R142,R143,R144,R145,R146,R147,R148,R149,R150,R151,R152,R153,R154,R155,R156,R157,R158,R159,R160,R161,R163,R164,R166,R167,R168,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R183,R184,R185,R186,R187,R188,R189,R190,R191,R193,R194,R195,R196,R197,R198,R199,R200,R202,R203,R204,R205,R206,R208,R209,R210,R211,R213,R214,R216,R218,R219,R220,R221,R222,R223,R224,R225,R226,R227,R228,R229,R230,R231,R232,R233,R234,R235,R236,R237,R238,R239,R241
Bin890#Bin891#Bin892,111,000,001,000,000,111,111,111,000,111,111,000,000,000,000,000,111,111,111,000,000,000,000,111,000,000,111,111,111,111,111,000,111,000,000,000,111,000,111,111,111,000,000,000,000,000,000,111,111,000,000,111,111,000,111,000,111,000,111,111,000,111,111,111,111,111,111,111,111,111,111,111,111,000,000,000,000,000,111,111,000,000,111,111,111,111,000,000,000,111,111,000,000,000,111,111,111,000,000,111,000,000,111,111,111,000,111,000,000,111,111,111,111,000,000,000,111,111,000,000,111,111,000,111,000,000,111,111,111,111,111,111,111,111,111,000,111,000,000,111,000,000,000,111,111,111,000,111,000,111,111,111,111,000,111,000,000,000,000,000,000,000,000,111,000,111,111,111,111,000,000,000,111,111,000,111,111,000,111,000,111,000,000,000,111,000,000,000,000,111,111,000,111,111,000,111,000,111,111,000,000,111,000,100,000,000,000,000,111,111
Bin818#Bin819#Bin820,111,011,111,100,000,000,011,010,011,100,000,000,011,111,100,100,000,011,011,111,100,100,000,011,000,111,011,011,011,000,000,000,011,111,000,000,011,111,111,011,011,000,100,111,011,000,011,100,011,011,000,111,111,111,011,111,011,011,000,111,111,011,011,111,011,111,011,011,011,111,000,011,011,100,000,100,000,011,101,011,111,111,111,111,111,111,100,100,000,011,000,111,000,100,111,011,100,011,111,111,000,100,000,100,011,011,111,100,000,000,011,011,011,111,100,100,111,011,000,100,111,011,011,100,000,100,111,011,000,100,111,100,000,011,111,000,111,100,100,000,000,011,100,011,000,011,111,011,011,011,011,111,000,100,100,100,011,011,100,000,100,100,100,100,100,100,011,000,000,111,100,100,011,011,111,111,011,000,000,000,011,000,000,110,111,111,011,111,011,111,100,100,111,111,100,000,000,011,011,111,111,111,000,100,011,111,011,100,000,100
Bin528#Bin529#Bin530,110,000,110,111,001,000,111,111,110,111,111,110,111,111,111,111,001,111,111,000,000,000,110,001,100,000,111,111,111,001,001,001,000,001,111,001,111,111,111,001,000,000,111,111,000,111,000,000,000,001,111,110,100,000,000,111,111,000,001,110,001,111,110,000,001,111,110,111,111,111,000,110,110,111,111,100,000,000,000,001,000,000,110,111,111,111,001,000,111,000,001,000,000,000,111,100,011,000,111,000,000,000,000,111,111,001,111,111,111,000,000,000,000,111,111,000,001,001,110,111,111,000,111,111,111,111,000,000,000,111,110,000,111,001,001,111,000,001,111,110,111,110,110,111,000,000,111,000,111,000,111,111,111,000,111,111,000,000,111,000,000,000,111,111,000,111,111,110,111,001,001,111,000,000,000,000,111,000,000,000,111,000,111,111,001,111,000,111,111,111,001,110,000,111,111,111,111,000,110,111,111,000,000,001,001,000,000,111,111,000
Bin1035#Bin1036#Bin1037,111,111,111,000,111,000,111,111,000,000,011,111,000,000,011,000,111,000,000,000,000,000,000,000,000,111,111,000,000,000,000,000,111,000,000,111,000,111,000,000,111,111,000,000,000,000,111,111,000,000,000,000,000,111,111,111,000,111,111,000,111,111,000,000,111,000,000,000,000,000,111,111,111,000,111,000,111,111,000,000,000,000,000,111,000,000,000,111,011,111,111,111,111,111,000,000,001,000,000,000,111,111,000,000,111,111,111,111,111,111,000,111,000,111,000,111,000,111,000,000,000,111,000,000,000,000,000,111,000,000,000,000,000,011,000,111,111,000,011,111,000,111,000,111,000,100,000,111,000,000,111,000,111,000,000,000,111,111,000,111,000,000,000,111,111,000,000,000,000,000,111,111,011,111,111,111,000,111,000,000,100,000,000,111,111,000,000,000,000,000,000,111,000,000,000,111,000,001,000,000,111,000,111,111,000,000,111,000,111,000
Bin548#Bin549#Bin550,011,011,011,100,111,100,000,000,000,100,001,011,000,100,100,100,111,100,100,111,000,111,100,111,000,011,100,111,111,111,111,111,000,100,100,111,111,111,111,111,000,011,100,100,011,000,011,011,011,111,111,100,100,111,011,111,111,011,111,011,100,111,000,000,111,100,011,100,111,111,100,100,100,100,000,000,000,000,011,100,011,000,011,111,100,011,100,000,101,011,111,011,000,000,111,011,111,000,111,000,011,011,100,111,100,100,000,100,111,011,011,011,000,100,111,000,011,011,011,100,111,111,111,100,111,100,011,000,000,011,111,000,100,100,011,100,011,111,100,000,111,111,111,111,011,011,011,011,111,000,111,100,111,000,100,100,011,011,100,000,011,000,000,111,000,100,111,011,100,111,100,111,000,011,000,000,111,000,011,011,011,000,111,100,100,111,000,100,111,111,100,000,100,100,100,100,100,000,011,100,000,100,011,111,011,000,000,111,100,011
Bin966#Bin967#Bin968,110,111,111,110,110,000,110,110,001,001,110,110,110,001,000,000,000,110,110,111,111,111,111,000,000,000,111,110,111,001,001,111,111,000,111,110,110,000,001,000,000,000,001,110,111,110,111,001,001,000,110,111,111,111,001,111,110,001,110,110,111,000,000,001,001,000,001,000,000,110,001,111,111,111,111,111,110,110,110,111,111,111,000,111,110,111,110,110,111,001,001,001,111,000,110,001,111,111,110,111,001,111,110,110,110,110,110,000,001,001,111,001,111,110,001,110,001,000,110,001,001,000,000,001,001,111,000,110,000,000,000,110,111,111,110,110,111,110,001,111,000,000,000,001,111,001,011,111,001,001,001,001,001,000,000,111,111,111,110,110,000,111,001,110,001,111,001,110,001,110,001,110,110,111,001,000,000,000,001,111,111,001,111,000,110,001,001,111,000,111,000,001,111,111,111,000,001,111,110,000,000,110,111,000,111,001,001,111,111,000
Bin320#Bin321#Bin322,000,000,000,111,111,000,000,000,111,000,100,000,000,000,111,111,000,110,000,000,000,111,111,000,111,000,111,000,000,000,000,111,000,000,000,000,000,000,111,000,111,000,000,111,000,111,111,111,111,111,000,111,111,000,111,111,111,111,111,111,111,000,000,111,000,111,111,111,111,111,111,111,111,111,111,111,111,000,111,111,000,000,111,111,111,111,000,000,111,110,111,000,111,000,000,111,000,000,111,111,000,000,111,111,000,000,000,000,000,000,111,000,111,000,111,111,111,111,111,000,000,000,000,000,000,111,000,000,111,111,111,000,111,000,000,111,111,000,111,000,111,000,000,111,000,000,000,111,111,000,000,000,111,111,111,000,111,111,110,000,000,000,111,000,111,000,111,000,111,000,000,111,000,111,111,000,000,000,000,000,000,111,111,000,111,111,111,111,111,110,000,000,111,110,000,111,000,111,000,001,000,000,111,000,000,000,000,000,111,000
Bin529#Bin530#Bin531,100,000,100,111,011,000,111,111,100,111,111,100,111,111,111,111,011,111,111,000,000,001,100,011,000,000,111,111,111,011,011,011,000,011,111,011,111,111,111,011,000,000,111,111,000,111,000,000,000,011,111,100,000,000,000,111,111,000,011,100,011,111,100,000,011,111,100,111,111,111,000,100,100,111,111,000,000,000,000,011,000,000,100,111,111,111,011,000,111,000,011,000,000,000,111,000,111,000,111,000,000,000,000,111,111,011,111,111,111,000,000,000,000,111,111,000,011,011,100,111,111,000,111,111,111,111,000,000,000,111,100,000,111,011,011,111,000,011,111,100,111,100,101,111,000,000,111,000,111,000,111,111,111,000,111,111,000,000,111,000,000,000,111,111,000,111,111,100,111,011,011,111,000,000,000,000,111,000,000,000,111,000,111,111,011,111,000,111,111,111,011,100,001,111,111,111,111,000,100,111,111,000,000,011,011,000,000,111,111,000
Bin187#Bin188#Bin189,111,111,111,000,111,111,111,111,111,111,110,000,000,011,111,111,111,111,111,111,000,000,000,000,000,000,111,111,000,111,111,111,111,111,111,111,110,000,111,111,000,000,000,111,000,111,000,111,100,111,000,000,000,000,111,110,000,000,111,111,000,111,001,000,000,111,111,000,000,000,000,111,111,111,111,111,111,111,000,111,000,111,000,000,000,111,111,001,000,111,000,110,111,111,000,111,000,000,111,111,111,001,111,000,011,111,000,111,111,111,000,111,111,111,000,111,000,000,111,111,111,000,111,111,011,111,000,000,000,111,111,000,000,000,111,000,111,000,000,111,111,000,111,111,000,000,000,111,111,000,000,000,111,111,111,111,111,111,000,111,111,111,111,111,111,011,111,111,000,111,000,111,111,111,111,000,111,111,111,000,111,111,000,000,000,000,000,000,000,111,110,000,111,111,111,000,000,000,111,111,000,111,000,000,110,111,000,000,000,000
Bin355#Bin356#Bin357,001,111,110,110,110,000,000,000,001,000,110,111,000,001,111,111,000,001,001,110,000,111,111,111,111,001,111,111,000,001,000,111,001,001,000,001,000,000,001,001,111,110,000,110,001,111,111,111,110,111,000,001,001,110,110,001,000,110,001,110,110,001,110,001,111,001,110,110,110,111,110,000,000,111,111,110,000,000,111,000,110,000,110,110,111,001,110,111,111,111,110,111,110,000,001,110,111,001,110,111,111,101,111,001,001,001,001,110,000,001,111,000,110,000,000,111,000,111,111,111,110,001,111,000,111,110,110,111,001,111,111,000,111,000,110,111,111,110,000,110,110,111,001,111,110,110,001,110,110,110,111,000,001,110,110,111,110,110,000,001,001,000,110,111,111,111,110,110,111,001,111,000,001,110,001,110,110,000,000,000,111,001,111,111,000,001,000,110,110,000,111,000,110,000,110,001,111,111,010,110,111,001,111,001,110,000,110,001,001,110
Bin1005#Bin1006#Bin1007,000,000,000,000,111,111,111,111,000,000,000,000,111,111,111,111,111,000,000,111,000,000,111,111,000,111,111,000,000,111,111,111,000,111,111,111,111,111,111,111,000,000,111,111,000,000,000,000,111,000,000,000,000,000,000,111,000,000,000,111,111,000,000,111,111,000,111,111,111,000,111,000,000,111,111,000,111,000,111,000,000,111,000,000,000,111,000,111,000,000,000,111,111,000,000,000,111,000,000,111,000,000,000,111,111,000,000,000,000,111,000,111,111,111,111,000,000,100,000,111,000,000,000,111,111,000,000,111,111,111,000,000,111,001,000,111,111,111,000,000,111,111,000,111,111,111,111,111,000,000,111,000,111,000,000,111,111,111,111,000,111,111,111,000,111,000,000,000,000,111,111,111,111,000,000,000,000,000,111,111,111,000,111,000,111,111,011,111,000,000,000,111,111,000,111,000,000,111,111,111,000,111,111,111,111,111,000,111,111,111
Bin321#Bin322#Bin323,000,000,000,111,111,000,000,000,111,000,001,000,000,000,111,111,000,100,000,000,000,111,111,000,111,000,111,000,000,000,000,111,000,000,000,000,000,000,111,000,111,000,000,111,000,111,111,111,111,111,000,111,111,000,111,111,111,111,111,111,111,000,000,111,000,111,111,111,111,111,111,111,111,111,111,111,111,000,111,111,000,000,111,111,111,111,000,000,111,100,111,000,111,000,000,111,000,000,111,111,000,000,111,111,000,000,000,000,000,000,111,000,111,000,111,111,111,111,111,000,000,000,001,000,000,111,000,000,111,111,111,000,111,000,000,111,111,000,110,000,111,000,000,111,000,000,000,111,111,001,000,000,111,111,111,000,111,111,100,000,000,000,111,000,111,000,111,000,111,000,000,111,000,111,111,000,001,000,000,000,000,111,111,000,110,111,111,111,111,100,000,000,111,100,000,111,000,111,000,011,000,000,111,000,000,000,000,000,111,000
Bin140#Bin141#Bin142,111,111,111,000,111,111,100,100,111,000,111,000,000,000,111,111,111,111,111,111,000,111,000,000,000,111,111,000,000,111,111,111,111,111,111,111,111,000,111,111,111,000,000,111,000,111,000,111,111,111,111,000,000,111,000,111,111,000,111,111,111,111,000,111,100,000,111,000,000,111,111,111,111,111,000,111,111,111,000,000,000,000,111,000,111,000,000,011,001,111,000,111,111,111,000,111,100,000,000,011,111,100,111,000,111,111,000,111,111,100,000,111,000,000,000,000,000,011,000,111,111,000,111,111,111,111,000,000,000,000,000,000,100,111,111,000,111,111,111,111,111,000,111,111,111,111,000,000,000,000,100,100,000,111,111,111,000,000,111,000,111,111,000,000,111,111,111,111,111,000,000,111,111,100,111,000,111,111,111,000,111,000,000,011,000,000,000,000,000,000,111,000,000,000,111,110,000,000,000,111,000,111,111,000,111,000,000,000,111,000
Bin547#Bin548#Bin549,001,001,001,110,111,110,000,000,000,110,000,001,000,110,110,110,111,110,110,111,000,111,110,111,000,001,110,111,111,111,111,111,000,110,110,111,111,111,111,111,000,001,110,110,001,000,001,001,001,111,111,110,110,111,001,111,111,001,111,001,110,111,000,000,111,110,001,110,111,111,110,110,110,110,000,000,000,000,001,110,001,000,001,111,110,001,110,000,110,001,111,001,000,000,111,001,111,000,111,000,001,001,110,111,110,110,000,110,111,001,001,001,000,110,111,000,001,001,001,110,111,111,111,110,111,110,001,000,000,001,111,000,110,110,001,110,001,111,110,000,111,111,111,111,001,001,001,001,111,000,111,110,111,000,110,110,001,001,110,000,001,000,000,111,000,110,111,001,110,111,110,111,000,001,000,000,111,000,001,001,101,000,111,110,110,111,000,110,111,111,110,000,110,110,110,110,110,000,001,110,000,110,001,111,001,000,000,111,110,001
Bin189#Bin190#Bin191,111,111,111,000,111,111,111,111,111,111,000,000,000,111,111,111,111,111,111,111,000,000,000,000,000,011,111,111,000,111,111,111,111,111,111,111,000,000,111,111,000,000,000,111,000,111,000,111,000,111,000,000,000,000,111,000,000,000,111,111,000,111,111,000,000,111,111,000,000,000,000,111,111,111,111,110,111,111,000,111,000,111,000,000,000,111,111,111,000,111,000,000,111,111,000,111,000,000,111,111,111,111,111,000,111,111,000,111,111,111,000,111,111,111,000,111,000,000,111,111,111,000,111,111,111,111,000,000,000,111,111,000,000,000,111,000,111,000,000,111,111,000,111,111,000,000,000,111,111,000,000,000,111,111,111,111,111,111,000,111,111,111,111,101,111,111,111,111,000,111,000,111,111,111,111,000,111,111,111,000,111,111,000,000,000,000,000,000,000,111,000,000,111,111,111,000,000,000,111,111,000,111,000,000,000,111,000,000,000,000
Bin52#Bin53#Bin54,000,011,111,111,001,000,111,111,111,111,000,000,000,111,111,111,111,111,111,111,111,111,000,111,111,000,111,000,111,000,000,111,000,111,111,111,000,000,000,000,111,111,000,111,000,111,000,111,000,000,111,111,111,111,000,111,111,000,000,000,111,111,000,000,000,111,111,000,000,000,111,111,000,000,000,000,111,000,111,111,111,111,000,000,111,111,000,000,111,111,000,000,111,111,000,111,000,000,000,000,000,111,111,111,111,111,000,000,000,111,000,000,111,000,111,000,000,000,000,111,111,111,000,000,000,111,000,000,111,111,111,000,000,000,000,111,000,111,111,000,111,111,111,111,000,000,111,000,111,111,000,000,111,000,111,000,000,111,000,111,000,111,111,111,000,000,111,000,111,111,000,000,111,000,111,111,000,111,000,000,111,111,111,111,011,111,000,111,000,111,000,111,111,111,000,000,000,000,111,000,000,000,111,000,111,111,011,111,111,000
Bin817#Bin818#Bin819,111,101,111,110,000,000,001,001,001,110,000,000,001,111,110,110,000,001,001,111,110,110,000,001,000,111,001,001,001,000,000,000,001,111,000,000,001,111,111,001,001,000,110,111,001,000,001,110,001,001,000,111,111,111,001,111,001,001,000,111,111,001,001,111,001,111,001,001,001,111,000,001,001,110,000,110,000,001,110,001,111,111,111,111,111,111,110,110,100,001,000,111,000,110,111,001,110,001,111,111,000,110,000,010,001,001,111,110,000,000,001,001,001,111,010,110,111,001,000,110,111,001,001,110,000,110,111,001,000,110,111,110,000,001,111,000,111,110,010,000,000,001,110,001,000,001,111,001,001,001,001,111,000,110,110,110,001,001,110,000,110,110,110,110,110,110,001,000,000,111,110,110,001,001,111,111,001,000,000,000,001,000,000,111,111,111,001,111,001,111,110,110,111,111,110,100,000,001,001,111,111,111,000,110,001,111,001,110,000,110
Bin164#Bin165#Bin166,111,111,111,000,111,111,000,000,111,000,111,000,000,000,111,111,111,111,111,111,000,111,000,000,000,000,111,111,000,111,111,111,111,111,111,111,111,000,111,111,111,000,000,111,000,111,000,111,111,111,000,000,000,000,001,111,000,000,111,111,000,100,000,000,000,000,111,000,000,111,111,111,111,111,000,111,111,111,000,000,000,111,000,000,000,000,000,000,111,111,000,111,111,111,000,111,000,000,000,111,111,000,111,000,000,111,000,111,111,111,000,111,000,000,000,000,000,111,111,111,111,000,111,111,111,111,000,000,000,111,111,000,000,111,111,000,111,111,111,111,111,000,111,111,000,000,000,000,111,111,000,000,000,111,111,111,111,111,000,000,111,111,111,111,111,111,111,111,000,111,000,111,111,000,111,000,111,111,111,000,111,111,000,111,000,000,000,000,000,000,111,000,000,000,111,000,000,000,000,111,000,111,000,000,111,111,000,000,000,111
Bin1147#Bin1148#Bin1149,011,111,111,000,000,011,111,111,011,000,111,111,000,111,000,000,000,000,000,000,111,100,111,000,100,111,000,111,111,011,011,111,100,000,100,000,011,111,000,111,000,111,000,111,100,000,111,000,111,000,100,011,000,011,100,111,000,111,000,111,000,100,100,111,111,000,011,011,011,000,000,111,111,000,111,100,000,100,111,000,011,100,000,100,111,111,000,111,000,111,100,111,000,111,000,000,001,011,000,000,111,100,000,100,100,111,111,111,000,111,000,111,011,011,111,000,000,000,000,000,000,100,111,000,100,111,100,100,111,011,111,111,000,000,111,000,111,000,000,100,111,111,000,000,000,000,000,111,111,111,111,000,100,000,111,100,011,011,000,111,111,000,111,100,111,011,111,000,111,000,000,111,111,000,011,100,111,111,111,000,111,111,000,000,100,100,111,111,000,000,111,011,111,100,111,000,100,111,000,100,000,000,111,000,000,100,111,011,000,011
